,id_HDATA,Respondent.Serial.SourceFile,Respondent.Origin,Respondent.Origin.Other,DataCollection.Status,DataCollection.InterviewerID,DataCollection.StartTime,DataCollection.FinishTime,DataCollection.MetadataVersionNumber,DataCollection.MetadataVersionGUID,DataCollection.RoutingContext,DataCollection.Variant,DataCollection.EndQuestion,DataCollection.TerminateSignal,DataCollection.SeedValue,DataCollection.InterviewEngine,DataCollection.CurrentPage,DataCollection.Debug,DataCollection.QuotaID,DataCleaning.Note,DataCleaning.Status,DataCleaning.ReviewStatus,address,age,before,biology,expect,gen_ent,gender,museums,visits,visits12,adults,under16s,under11s,galleries,rating_ent[{dinosaurs}].rating_ent_grid,rating_ent[{whales}].rating_ent_grid,human,species,rating_ent[{mammals}].rating_ent_grid,genbalance,agebalance,_name,oth_mus,plan,prefer,school,signs,similar,sounds,side_main,serial,entrance,education,certificat,location,who_with,grp_type,group_org,resident,distance,interview,time_spent,long_short,remember,interest,found_way,signs_how,desc_leave,when_decid,why_decid,plan_time,plan_none,plan_view,know_way,find_way,desc_enter,visothers,plan_order[{first}].plan_order_grid,plan_order[{second}].plan_order_grid,plan_order[{third}].plan_order_grid,plan_order[{fourth}].plan_order_grid,plan_order[{fifth}].plan_order_grid,order[{sixth}].order_grid,order[{seventh}].order_grid,order[{eighth}].order_grid,order[{ninth}].order_grid,order[{tenth}].order_grid,order[{eleventh}].order_grid,order[{twelfth}].order_grid,order[{thirteenth}].order_grid,order[{fourteenth}].order_grid,order[{fifteenth}].order_grid,order[{sixteenth}].order_grid,rating[{other}].rating_grid,rating_ent[{dinosaurs}].rating_ent_grid,rating_ent[{conservation}].rating_ent_grid,rating_ent[{fish_and_reptiles}].rating_ent_grid,rating_ent[{fossils}].rating_ent_grid,rating_ent[{birds}].rating_ent_grid,rating_ent[{insects}].rating_ent_grid,rating_ent[{whales}].rating_ent_grid,rating_ent[{mammals}].rating_ent_grid,rating_ent[{minerals}].rating_ent_grid,rating_ent[{ecology}].rating_ent_grid,rating_ent[{botany}].rating_ent_grid,rating_ent[{origin_of_species}].rating_ent_grid,rating_ent[{human_biology}].rating_ent_grid,rating_ent[{evolution}].rating_ent_grid,rating_ent[{wildlife_in_danger}].rating_ent_grid,plan_order[{first}].plan_order_grid,plan_order[{second}].plan_order_grid,plan_order[{third}].plan_order_grid,plan_order[{fourth}].plan_order_grid,plan_order[{fifth}].plan_order_grid,rating_ent[{dinosaurs}].rating_ent_grid,rating_ent[{conservation}].rating_ent_grid,rating_ent[{fish_and_reptiles}].rating_ent_grid,rating_ent[{fossils}].rating_ent_grid,rating_ent[{birds}].rating_ent_grid,rating_ent[{insects}].rating_ent_grid,rating_ent[{whales}].rating_ent_grid,rating_ent[{mammals}].rating_ent_grid,rating_ent[{minerals}].rating_ent_grid,rating_ent[{ecology}].rating_ent_grid,rating_ent[{botany}].rating_ent_grid,rating_ent[{origin_of_species}].rating_ent_grid,rating_ent[{human_biology}].rating_ent_grid,rating_ent[{evolution}].rating_ent_grid,rating_ent[{wildlife_in_danger}].rating_ent_grid,@1
473,474,,,,177;,,2002-07-19 12:42:30.999,2002-08-28 00:52:31.000,,,186,,,,,,,,,,,,"173A Mount Road, Gorton",5,1,1,,3,1,1;,10.0,0.0,2.0,1.0,1.0,6.0,4.0,,5.0,,,0.887905657291412,0.826923131942749,Kevan Ashbridge,1,,2.0,7.0,2.0,1, ,Side,474,2,1,2;3;4;,1;2;,2,3.0,,1,7.0,2,8.0,2.0,1;3;4;13;16;,13.0,4;,,12.0,,,,,,,,,1,1;,13;,4;,16;,16;,3;,;,;,;,;,;,;,;,;,;,;,;,4;,;,2;,4;,;,;,;,;,;,;,;,;,5;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
474,475,,,,177;,,2002-07-19 12:42:30.999,2002-08-28 02:52:31.000,,,186,,,,,,,,,,,,"10 London Road, Neston",4,1,2,,3,1,1;,1.0,0.0,4.0,1.0,1.0,12.0,4.0,,5.0,4.0,4.0,0.887905657291412,0.391927063465118,Henry Lambert,1,,2.0,,1.0,2, ,Side,475,2,2,,,2,3.0,,1,6.0,2,6.0,3.0,1;3;4;5;6;8;9;11;12;13;14;16;,13.0,4;,2;3;,12.0,,,,,,,,,1,1;,3;,13;,5;,6;,4;,16;,14;,9;,8;,12;,11;,;,;,;,;,;,4;,;,4;,3;,3;,3;,;,4;,1;,;,1;,4;,5;,4;,;,,,,,,,,,,,,,,,,,,,,,1.0
475,476,,,,177;,,2002-07-19 12:42:30.999,2002-08-28 04:52:31.000,,,186,,,,,,,,,,,,"10 Hoole Road, Newcastle",2,2,1,,3,1,1;,,,,,,8.0,4.0,,,2.0,4.0,0.887905657291412,0.917682945728302,Ian Jack,1,,,7.0,1.0,2, ,Side,476,2,1,2;3;,,1,,,1,8.0,2,11.0,1.0,1;3;5;6;8;12;14;16;,6.0,1;7;,7;,12.0,,,,,,,,,1,1;,6;,16;,3;,5;,14;,12;,8;,;,;,;,;,;,;,;,;,;,4;,;,3;,;,2;,5;,;,4;,;,;,;,2;,;,1;,;,,,,,,,,,,,,,,,,,,,,,1.0
476,477,,,,177;,,2002-07-19 12:42:30.999,2002-08-28 06:52:31.000,,,186,,,,,,,,,,,,"77-79 Accrington Road, London SW2",3,2,2,,3,1,1;,,,2.0,0.0,0.0,3.0,4.0,,,,,0.887905657291412,0.792105317115784,Zak How,1,,1.0,,2.0,1, ,Side,477,2,2,,3;,2,2.0,,1,1.0,2,2.0,2.0,1;3;16;,1.0,4;,,12.0,,,,,,,,,1,1;,16;,3;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,;,3;,;,;,;,;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
477,478,,,,177;,,2002-07-19 12:42:30.999,2002-08-28 08:52:31.000,,,186,,,,,,,,,,,, ,4,2,2,,3,1,1;,,,,,,10.0,5.0,3.0,2.0,5.0,,0.887905657291412,0.391927063465118, ,1,,1.0,,1.0,1, ,Side,478,2,2,,3;,1,,,2,,2,11.0,1.0,1;2;4;7;9;10;12;13;15;16;,1.0,7;,7;,12.0,,,,,,,,,1,1;,4;,10;,15;,13;,7;,9;,12;,2;,16;,;,;,;,;,;,;,;,5;,4;,;,4;,;,;,3;,;,5;,3;,;,5;,2;,;,4;,,,,,,,,,,,,,,,,,,,,,1.0
478,479,,,,177;,,2002-07-19 12:42:30.999,2002-08-28 10:52:31.000,,,186,,,,,,,,,,,,"45 St Helens Road, Aberdeen",2,2,2,,4,2,,,,3.0,0.0,0.0,7.0,3.0,,3.0,3.0,1.0,1.14448666572571,0.917682945728302,R Bhonsle,2,,,7.0,1.0,2, ,Side,479,2,1,,,2,2.0,,1,8.0,2,4.0,3.0,1;8;9;12;13;14;16;,14.0,2;8;,5;,12.0,,,,,,,,,2,14;,9;,12;,8;,1;,16;,13;,1;,;,;,;,;,;,;,;,;,;,3;,;,;,;,;,;,;,1;,3;,;,;,3;,3;,5;,;,,,,,,,,,,,,,,,,,,,,,1.0
479,480,,,,177;,,2002-07-19 12:42:30.999,2002-08-28 12:52:31.000,,,186,,,,,,,,,,,,"5 Shavington Avenue, Hoole",4,2,2,,3,1,1;,,,,,,7.0,5.0,5.0,3.0,,,0.887905657291412,0.391927063465118,Harold Handel,1,,,,2.0,2, ,Side,480,2,2,,,1,,,1,6.0,2,6.0,2.0,1;3;5;6;7;13;16;,6.0,7;,,12.0,,,,,,,,,1,1;,3;,5;,6;,16;,7;,13;,;,;,;,;,;,;,;,;,;,;,5;,;,4;,;,4;,5;,5;,;,;,;,;,;,3;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
480,481,,,,177;,,2002-07-19 12:42:30.999,2002-08-28 14:52:31.000,,,186,,,,,,,,,,,,"8 High Brindle, Brindle Heath, London W10",4,1,2,,3,1,1;,2.0,0.0,2.0,0.0,0.0,8.0,5.0,,,5.0,4.0,0.887905657291412,0.391927063465118,John Lloyd,1,,,,1.0,2, ,Side,481,2,2,,,2,2.0,,1,1.0,2,9.0,2.0,1;4;8;10;12;14;15;16;,12.0,1;,6;,12.0,,,,,,,,,1,1;,4;,16;,10;,15;,14;,12;,8;,;,;,;,;,;,;,;,;,;,5;,;,5;,;,;,;,;,4;,;,4;,;,5;,;,5;,5;,,,,,,,,,,,,,,,,,,,,,1.0
481,482,,,,177;,,2002-07-19 12:42:30.999,2002-08-28 16:52:31.000,,,186,,,,,,,,,,,,"13 Pleasant View, Burnhope",1,2,2,,3,1,1;4;,,,4.0,1.0,1.0,6.0,4.0,4.0,,5.0,,0.887905657291412,1.98026311397552,William Tellam,1,,,7.0,2.0,2, ,Side,482,2,1,,,2,3.0,,1,8.0,2,5.0,3.0,1;3;7;9;11;12;,12.0,1;,,12.0,,,,,,,,,1,1;,12;,9;,11;,7;,3;,;,;,;,;,;,;,;,;,;,;,;,4;,;,3;,;,;,;,4;,;,2;,;,3;,5;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
482,483,,,,177;,,2002-07-19 12:42:30.999,2002-08-28 18:52:31.000,,,186,,,,,,,,,,,,"154 High Street, Bentley",4,1,1,,4,2,1;,1.0,0.0,3.0,0.0,2.0,8.0,4.0,5.0,2.0,,5.0,1.14448666572571,0.391927063465118,Charlotte Biscoe,1,,,,2.0,2, ,Side,483,2,2,1;,,2,3.0,,1,4.0,2,6.0,3.0,1;3;5;6;7;8;9;13;,5.0,1;3;,,12.0,,,,,,,,,1,1;,6;,5;,9;,8;,7;,3;,13;,;,;,;,;,;,;,;,;,;,4;,;,3;,;,5;,1;,5;,5;,4;,;,;,;,2;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
483,484,,,,177;,,2002-07-19 12:42:30.999,2002-08-28 20:52:31.000,,,186,,,,,,,,,,,,"21 Fishmore Drive, Roman Road Estate, Peterhead",5,1,2,,3,1,1;,1.0,0.0,3.0,0.0,1.0,11.0,5.0,5.0,4.0,5.0,5.0,0.887905657291412,0.826923131942749,Norman Carr,1,,,,3.0,2,484.wav,Side,484,2,2,,,2,3.0,,1,8.0,2,10.0,1.0,1;2;5;6;7;8;11;12;13;14;15;,14.0,2;,,10.0,,,,,,,,,1,5;,6;,7;,13;,1;,2;,8;,14;,15;,11;,12;,;,;,;,;,;,;,5;,;,4;,;,4;,4;,5;,5;,;,;,4;,5;,4;,5;,5;,,,,,,,,,,,,,,,,,,,,,1.0
484,485,,,,177;,,2002-07-19 12:42:30.999,2002-08-28 22:52:31.000,,,186,,,,,,,,,,,,"4/9 Regent Square, Brighton",6,2,2,,3,1,1;2;,,,,,,3.0,4.0,,,,4.0,0.887905657291412,1.36818182468414,Roger Hunt,1,,1.0,,2.0,2, ,Side,485,2,2,,,2,1.0,3.0,1,6.0,2,7.0,3.0,1;8;9;,1.0,4;,,12.0,,,,,,,,,1,1;,9;,8;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,;,;,;,;,;,;,4;,3;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
485,486,,,,177;,,2002-07-19 12:42:30.999,2002-08-29 00:52:31.000,,,186,,,,,,,,,,,,"145 Kiddrow Lane, London NW3",4,1,2,,3,1,1;,1.0,0.0,,,,5.0,4.0,,,,,0.887905657291412,0.391927063465118,Daniel McCarthy,1,,,,3.0,2, ,Side,486,2,2,,,1,,,1,1.0,2,2.0,3.0,1;2;3;4;5;,3.0,4;,,12.0,,,,,,,,,1,4;,3;,2;,1;,5;,;,;,;,;,;,;,;,;,;,;,;,;,4;,4;,5;,4;,1;,;,;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
486,487,,,,177;,,2002-07-19 12:42:30.999,2002-08-29 02:52:31.000,,,186,,,,,,,,,,,, ,3,2,1,,3,1,1;,,,2.0,0.0,0.0,2.0,4.0,,,,,0.887905657291412,0.792105317115784, ,1,,,,2.0,2, ,Side,487,2,2,4;,,2,2.0,,2,,2,2.0,3.0,1;3;,3.0,4;,,12.0,,,,,,,,,1,3;,1;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,;,5;,;,;,;,;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
487,488,,,,177;,,2002-07-19 12:42:30.999,2002-08-29 04:52:31.000,,,186,,,,,,,,,,,,"Wood View, The Green, Cockfield",4,2,1,,3,1,1;,,,2.0,0.0,1.0,6.0,3.0,,4.0,,,0.887905657291412,0.391927063465118,Bernard Stauffer,1,,1.0,,3.0,2, ,Side,488,2,2,2;,,2,3.0,,1,3.0,2,5.0,1.0,1;3;5;6;13;16;,1.0,2;4;,,10.0,,,,,,,,,1,1;,16;,5;,6;,13;,3;,;,;,;,;,;,;,;,;,;,;,;,3;,;,1;,;,4;,1;,;,;,;,;,;,;,4;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
488,489,,,,177;,,2002-07-19 12:42:30.999,2002-08-29 06:52:31.000,,,186,,,,,,,,,,,, ,7,2,2,,3,1,1;2;,,,2.0,0.0,0.0,2.0,5.0,,,,,0.887905657291412,2.28030300140381, ,1,,1.0,,2.0,1, ,Side,489,2,2,,2;,2,3.0,,2,,2,2.0,2.0,1;16;,1.0,4;,,12.0,,,,,,,,,1,1;,16;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,5;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
489,490,,,,177;,,2002-07-19 12:42:30.999,2002-08-29 08:52:31.000,,,186,,,,,,,,,,,,"581 Old Chester Rd, Rock Ferry, Glasgow",2,2,2,,3,1,1;,,,4.0,1.0,0.0,2.0,5.0,,,,,0.887905657291412,0.917682945728302,William Emery,1,,1.0,,3.0,1, ,Side,490,2,2,,1;,2,3.0,,1,8.0,2,2.0,2.0,1;2;,1.0,4;,,12.0,,,,,,,,,1,1;,2;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,5;,4;,;,;,;,;,;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
490,491,,,,177;,,2002-07-19 12:42:30.999,2002-08-29 10:52:31.000,,,186,,,,,,,,,,,,"The Folly, Stillington",6,2,2,,3,1,1;,,,2.0,0.0,0.0,4.0,4.0,,,3.0,,0.887905657291412,1.36818182468414,Shakuntala Duggal,1,,,,2.0,2, ,Side,491,2,2,,,2,3.0,,1,7.0,2,4.0,1.0,1;3;9;12;,3.0,1;4;,,12.0,,,,,,,,,1,9;,3;,12;,1;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,;,5;,;,;,;,;,;,4;,;,;,3;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
491,492,,,,177;,,2002-07-19 12:42:30.999,2002-08-29 12:52:31.000,,,186,,,,,,,,,,,, ,5,2,2,,4,2,1;,,,2.0,0.0,0.0,5.0,5.0,4.0,,,,1.14448666572571,0.826923131942749, ,1,,1.0,,2.0,2, ,Side,492,2,2,,,2,3.0,,1,2.0,2,5.0,2.0,1;2;3;6;8;,1.0,2;4;,,12.0,,,,,,,,,1,1;,2;,3;,8;,6;,;,;,;,;,;,;,;,;,;,;,;,;,5;,4;,4;,;,;,3;,4;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
492,493,,,,177;,,2002-07-19 12:42:30.999,2002-08-29 14:52:31.000,,,186,,,,,,,,,,,,"100 Kings Lane, Higher Bebington",3,2,1,,3,1,1;,,,2.0,0.0,0.0,4.0,5.0,,,,,0.887905657291412,0.792105317115784,David McEwing,1,,1.0,,1.0,2, ,Side,493,2,2,2;,,2,2.0,,1,6.0,2,2.0,2.0,1;2;3;6;,1.0,6;,2;,12.0,,,,,,,,,1,1;,6;,3;,2;,;,;,;,;,;,;,;,;,;,;,;,;,;,5;,4;,4;,;,;,4;,;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
493,494,,,,177;,,2002-07-19 12:42:30.999,2002-08-29 16:52:31.000,,,186,,,,,,,,,,,,"28 Church Avenue, Watford",5,2,2,,3,1,1;,,,,,,5.0,5.0,,,3.0,5.0,0.887905657291412,0.826923131942749,Andrew Boddam-Whetham,1,,1.0,,1.0,2, ,Side,494,2,2,,,1,,,1,2.0,2,5.0,3.0,1;8;9;12;14;,1.0,4;,2;5;,12.0,,,,,,,,,1,1;,14;,9;,12;,8;,1;,;,;,;,;,;,;,;,;,;,;,;,5;,;,;,;,;,;,;,5;,5;,;,;,3;,;,5;,;,,,,,,,,,,,,,,,,,,,,,1.0
494,495,,,,177;,,2002-07-19 12:42:30.999,2002-08-29 18:52:31.000,,,186,,,,,,,,,,,, ,4,2,2,,4,2,1;,,,3.0,2.0,1.0,7.0,5.0,,3.0,,4.0,1.14448666572571,0.391927063465118, ,1,,1.0,,2.0,1, ,Side,495,2,2,,2;,2,3.0,,2,,2,7.0,3.0,1;8;9;11;13;14;16;,1.0,1;,,12.0,,,,,,,,,1,1;,8;,9;,14;,11;,13;,16;,;,;,;,;,;,;,;,;,;,;,5;,;,;,;,;,;,;,4;,4;,;,3;,;,3;,3;,;,,,,,,,,,,,,,,,,,,,,,1.0
495,496,,,,177;,,2002-07-19 12:42:30.999,2002-08-29 20:52:31.000,,,186,,,,,,,,,,,, ,3,2,1,,3,1,1;,,,,,,1.0,,,,,,0.887905657291412,0.792105317115784, ,1,,,7.0,2.0,1, ,Side,496,2,1,5;,2;,1,,,2,,2,4.0,1.0,3;,3.0,4;,,12.0,,,,,,,,,1,3;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,;,;,;,;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
496,497,,,,177;,,2002-07-19 12:42:30.999,2002-08-29 22:52:31.000,,,186,,,,,,,,,,,, ,7,2,1,,4,2,1;,,,,,,5.0,5.0,,,3.0,1.0,1.14448666572571,2.28030300140381, ,1,,1.0,,2.0,1,497.wav,Side,497,2,2,4;,4;,1,,,2,,2,5.0,2.0,1;8;9;12;14;,1.0,4;,,10.0,,,,,,,,,1,1;,14;,9;,8;,12;,;,;,;,;,;,;,;,;,;,;,;,;,5;,;,;,;,;,;,;,1;,5;,;,;,3;,;,4;,;,,,,,,,,,,,,,,,,,,,,,1.0
497,498,,,,177;,,2002-07-19 12:42:30.999,2002-08-30 00:52:31.000,,,186,,,,,,,,,,,,"1 Ladywood Mead, Asket Hill, Rhubarb Heath",3,1,2,,3,1,1;3;,1.0,0.0,2.0,0.0,0.0,3.0,4.0,,,,,0.887905657291412,0.792105317115784,Martin Knights,1,,,,1.0,2, ,Side,498,2,2,,,2,2.0,,1,6.0,2,2.0,2.0,1;3;16;,3.0,4;,2;5;,10.0,,,,,,,,,1,1;,16;,3;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,;,5;,;,;,;,;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
498,499,,,,177;,,2002-07-19 12:42:30.999,2002-08-30 02:52:31.000,,,186,,,,,,,,,,,, ,3,2,2,,4,2,1;,,,4.0,0.0,0.0,3.0,4.0,,5.0,5.0,,1.14448666572571,0.792105317115784, ,1,,,,2.0,2, ,Side,499,2,2,,,2,2.0,,2,,2,7.0,1.0,1;12;13;,12.0,4;,,12.0,,,,,,,,,1,1;,12;,13;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,;,;,;,;,;,;,;,;,;,;,5;,5;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
499,500,,,,177;,,2002-07-19 12:42:30.999,2002-08-30 04:52:31.000,,,186,,,,,,,,,,,,"60 Main Road, Galgate, Manchester",4,2,2,,3,1,1;,,,,,,3.0,4.0,,,,,0.887905657291412,0.391927063465118,Frank Evason,1,,,,2.0,2, ,Side,500,2,2,,,1,,,1,8.0,2,5.0,1.0,1;3;16;,3.0,4;,,12.0,,,,,,,,,1,1;,16;,3;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,;,5;,;,;,;,;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
500,501,,,,177;,,2002-07-19 12:42:30.999,2002-08-30 06:52:31.000,,,186,,,,,,,,,,,, ,3,2,1,,3,1,1;6;,,,,,,16.0,4.0,4.0,3.0,5.0,4.0,0.887905657291412,0.792105317115784, ,1,,,7.0,2.0,1, ,Side,501,2,1,4;,3;,1,,,2,,2,11.0,1.0,1;2;3;4;5;6;7;10;13;14;15;16;,12.0,2;,,12.0,,,,,,,,,1,1;,5;,6;,16;,7;,13;,4;,16;,10;,4;,15;,4;,2;,16;,3;,14;,;,4;,5;,3;,3;,3;,2;,4;,4;,;,4;,;,5;,3;,5;,4;,,,,,,,,,,,,,,,,,,,,,1.0
501,502,,,,177;,,2002-07-19 12:42:30.999,2002-08-30 08:52:31.000,,,186,,,,,,,,,,,, ,4,2,2,,3,1,1;,,,2.0,0.0,0.0,10.0,4.0,,5.0,2.0,3.0,0.887905657291412,0.391927063465118, ,1,,2.0,,2.0,2, ,Side,502,2,2,,,2,3.0,,2,,2,6.0,1.0,1;2;3;8;9;11;12;13;14;16;,13.0,4;,,12.0,,,,,,,,,1,1;,13;,14;,9;,12;,8;,11;,2;,16;,3;,;,;,;,;,;,;,;,4;,2;,2;,;,;,;,;,3;,2;,;,1;,2;,5;,3;,;,,,,,,,,,,,,,,,,,,,,,1.0
502,503,,,,177;,,2002-07-19 12:42:30.999,2002-08-30 10:52:31.000,,,186,,,,,,,,,,,,"7 Bold Lane, Aughton",5,1,2,,3,1,1;,2.0,0.0,4.0,2.0,1.0,4.0,4.0,,,,,0.887905657291412,0.826923131942749,Lee Higgs,1,,1.0,,2.0,1, ,Side,503,2,2,,4;,2,3.0,,1,8.0,2,4.0,4.0,1;2;3;16;,1.0,1;,,12.0,,,,,,,,,1,1;,2;,16;,3;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,3;,5;,;,;,;,;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
503,504,,,,177;,,2002-07-19 12:42:30.999,2002-08-30 12:52:31.000,,,186,,,,,,,,,,,,"15 East View, Deepdale, London E13",4,2,1,,3,1,1;,,,2.0,0.0,0.0,3.0,4.0,,,,,0.887905657291412,0.391927063465118,Edward Southall,1,,,,2.0,2, ,Side,504,2,2,1;,,2,2.0,,1,1.0,2,2.0,2.0,1;3;16;,16.0,1;,,12.0,,,,,,,,,1,1;,16;,3;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,;,4;,;,;,;,;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
504,505,,,,177;,,2002-07-19 12:42:30.999,2002-08-30 14:52:31.000,,,186,,,,,,,,,,,,"90 Bloom Street, Edgeley, London SW3",5,1,2,,3,1,1;,12.0,3.0,,,,2.0,,5.0,,,,0.887905657291412,0.826923131942749,Derek Richardson,1,,,,1.0,1, ,Side,505,2,2,,2;3;4;,1,,,1,1.0,2,4.0,2.0,2;7;,7.0,1;3;,7;,12.0,,,,,,,,,1,7;,2;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,5;,;,;,;,;,5;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
505,506,,,,177;,,2002-07-19 12:42:30.999,2002-08-30 16:52:31.000,,,186,,,,,,,,,,,, ,5,2,2,,2,2,,,,2.0,0.0,0.0,5.0,3.0,,,,3.0,1.14448666572571,0.826923131942749, ,2,,1.0,,2.0,1, ,Main,506,1,2,,2;,2,2.0,,2,,2,2.0,3.0,1;8;9;14;16;,1.0,1;,,12.0,,,,,,,,,2,1;,14;,9;,8;,16;,;,;,;,;,;,;,;,;,;,;,;,;,3;,;,;,;,;,;,;,3;,4;,;,;,;,;,4;,;,,,,,,,,,,,,,,,,,,,,,1.0
506,507,,,,177;,,2002-07-19 12:42:30.999,2002-08-30 18:52:31.000,,,186,,,,,,,,,,,,"Orchard Close, Arnside",7,1,1,,2,2,2;,2.0,0.0,2.0,0.0,0.0,4.0,5.0,5.0,,,,1.14448666572571,2.28030300140381,Merle Collick,1,,,,2.0,1, ,Main,507,1,2,2;,1;,2,3.0,,1,7.0,2,3.0,1.0,1;5;6;7;,7.0,3;,,10.0,,,,,,,,,1,1;,6;,7;,5;,;,;,;,;,;,;,;,;,;,;,;,;,;,5;,;,;,;,1;,4;,5;,;,;,;,;,;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
507,508,,,,177;,,2002-07-19 12:42:30.999,2002-08-30 20:52:31.000,,,186,,,,,,,,,,,, ,2,2,2,,2,2,,,,,,,6.0,4.0,,,,5.0,1.14448666572571,0.917682945728302, ,2,,,7.0,1.0,1, ,Main,508,1,1,,2;,1,,,2,,2,5.0,2.0,1;3;8;9;14;16;,9.0,4;,1;2;,12.0,,,,,,,,,2,1;,16;,3;,8;,14;,9;,1;,;,;,;,;,;,;,;,;,;,;,4;,;,1;,;,;,;,;,5;,5;,;,;,;,;,5;,;,,,,,,,,,,,,,,,,,,,,,1.0
508,509,,,,177;,,2002-07-19 12:42:30.999,2002-08-30 22:52:31.000,,,186,,,,,,,,,,,,"567 Monton Road, Eccles",5,2,2,,1,1,,,,4.0,2.0,2.0,6.0,4.0,,,,4.0,0.887905657291412,0.826923131942749,Vallabhdass Patel,2,,,,2.0,2, ,Main,509,1,2,,,2,3.0,,1,7.0,2,4.0,4.0,1;8;9;11;14;16;,9.0,1;,,12.0,,,,,,,,,2,1;,8;,11;,9;,14;,16;,1;,;,;,;,;,;,;,;,;,;,;,4;,;,;,;,;,;,;,4;,4;,;,3;,;,;,4;,;,,,,,,,,,,,,,,,,,,,,,1.0
509,510,,,,177;,,2002-07-19 12:42:30.999,2002-08-31 00:52:31.000,,,186,,,,,,,,,,,,"Barclays Meadow, Grange",5,1,2,,1,1,,2.0,0.0,5.0,3.0,3.0,3.0,4.0,,,4.0,3.0,0.887905657291412,0.826923131942749,Kenneth Steen,2,,,,1.0,1, ,Main,510,1,2,,1;,2,3.0,,1,7.0,2,5.0,4.0,1;8;12;,12.0,1;,5;,12.0,,,,,,,,,2,1;,8;,12;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,4;,;,;,;,;,;,;,3;,;,;,;,4;,;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
510,511,,,,177;,,2002-07-19 12:42:30.999,2002-08-31 02:52:31.000,,,186,,,,,,,,,,,,"4 Elmfield Avenue, Atherton",2,1,2,,1,1,1;,8.0,1.0,2.0,0.0,0.0,1.0,,,3.0,,,0.887905657291412,0.917682945728302,Pervez Zaheer,1,,2.0,,2.0,2, ,Main,511,1,2,,,2,2.0,,1,5.0,2,4.0,2.0,13;,13.0,4;,,12.0,,,,,,,,,1,13;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,;,3;,;,;,,,,,,,,,,,,,,,,,,,,,1.0
511,512,,,,177;,,2002-07-19 12:42:30.999,2002-08-31 04:52:31.000,,,186,,,,,,,,,,,, ,3,2,2,,2,2,2;,,,,,,7.0,4.0,,,,3.0,1.14448666572571,0.792105317115784, ,1,,,7.0,2.0,2, ,Main,512,1,1,,,1,,,2,,2,6.0,1.0,5;6;8;9;11;12;14;,5.0,4;,,12.0,,,,,,,,,1,6;,14;,12;,8;,5;,11;,9;,;,;,;,;,;,;,;,;,;,;,4;,;,;,;,5;,5;,;,3;,4;,;,5;,;,;,1;,;,,,,,,,,,,,,,,,,,,,,,1.0
